bill_id,title,description
1714775,Foster care.,"An act to amend Section 1522 of the Health and Safety Code, and to amend Sections 309, 319, 361.2, 361.3, 361.4, 727.05, 11363, 11402, 11461.3, 11461.4, 16120, and 16519.5 of the Welfare and Institutions Code, relating to foster care."
1714778,San Francisco Bay Area Rapid Transit District: Office of the BART Inspector General.,"An act to amend Sections 28840 and 28841 of, and to add Sections 28841.2 and 28841.4 to, the Public Utilities Code, relating to transportation."
1714780,Ticket sellers: exclusivity.,"An act to amend Section 22503.5 of, and add Section 22502.4 to, the Business and Professions Code, relating to ticket sellers."
1714781,Public works.,"An act to amend Sections 1720 and 1771 of the Labor Code, relating to public works."
1714785,"Vehicles: preferential parking: residential, commercial, or other development project.","An act to add Section 22507.3 to the Vehicle Code, relating to vehicles."
1714807,California State University students: California Promise: Finish in Four and Through in Two.,"An act to amend Sections 67430, 67432, 67433, and 67434 of, and to amend the heading of Part 40.2 (commencing with Section 67430) of Division 5 of Title 3 of, the Education Code, relating to public postsecondary education."
1714814,Measures proposed by the Legislature.,"An act to amend Section 9040 of the Elections Code, relating to elections."
1714815,Workforce development: workplace rights curriculum.,"An act to amend Sections 14013, 14206, 14221, and 14230 of the Unemployment Insurance Code, relating to workforce development."
1714819,Pupil safety: trauma kits.,"An act to add Article 4.5 (commencing with Section 32045) to Chapter 1 of Part 19 of Division 1 of Title 1 of the Education Code, relating to pupil safety."
1714822,"Property taxation: homeowners’, veterans’, and disabled veterans’ exemptions.","An act to amend Section 218 of the Revenue and Taxation Code, relating to property taxation, to take effect immediately, tax levy."
1714824,Prescription drugs: cost sharing.,"An act to amend, repeal, and add Section 1367.243 of, and to add and repeal Section 1367.52 of, the Health and Safety Code, and to amend, repeal and add Section 10123.205 of, and to add and repeal, Section 10123.66 of, the Insurance Code, relating to prescription drugs."
1714826,Health and care facilities: residential care facilities for the elderly: referral agencies.,"An act to amend Sections 1400, 1401, 1403, 1404, 1404.5, 1405, 1407, 1408, 1409.3, and 1410 of, and to add Sections 1402, 1409.4, 1409.5, 1409.7, 1409.8, 1409.9, and 1409.10 to, the Health and Safety Code, relating to health and care facilities."
1796691,Public contracts: automated decision tools: procurement standards.,"An act to add Section 12100.1 to the Public Contract Code, relating to public contracts."
1796692,California Artificial Intelligence Research Hub.,"An act to add Chapter 5.1 (commencing with Section 11530) to Part 1 of Division 3 of Title 2 of the Government Code, relating to artificial intelligence."
1796694,Community colleges: Baccalaureate Degree in Nursing Pilot Program.,"An act to add and repeal Article 3.3 (commencing with Section 78045) of Chapter 1 of Part 48 of Division 7 of Title 3 of the Education Code, relating to postsecondary education."
1796695,Generative Artificial Intelligence Accountability Act.,"An act to add Chapter 5.9 (commencing with Section 11549.63) to Part 1 of Division 3 of Title 2 of the Government Code, relating to artificial intelligence."
1796696,Pupil attendance: interdistrict attendance: school districts of choice.,"An act to amend Sections 48300, 48301, 48303, 48306, 48307, 48308, and 48313 of, and to repeal Section 48315 of, the Education Code, relating to pupil attendance."
1796697,Criminal procedure: sexual assault resentencing.,"An act to amend Section 352.1 of the Code of Civil Procedure, and to amend Sections 1170 and 1172.1 of, and to add Sections 2637.5 and 2935.5 to, the Penal Code, relating to criminal procedure."
1796698,Protective orders: firearms.,"An act to amend Section 527.9 of, and to add Sections 527.11 and 527.12 to, the Code of Civil Procedure, to amend Sections 3044 and 6389 of the Family Code, and to amend Sections 1524, 11108.2, 18120, 25555, 26379, 26405, 26540, 28100, 29810, 29830, and 30342 of, and to add Section 18120.5 to, the Penal Code, relating to protective orders."
1796699,Common interest developments: repair and maintenance.,"An act to amend Sections 4775, 5550, and 5610 of the Civil Code, relating to common interest developments."
1796700,The military: eligibility.,"An act to amend Sections 260, 261, and 559 of, and to add Sections 240 and 270 to, the Military and Veterans Code, relating to the military."
1796701,Firearms: public safety.,"An act to amend Section 29805 of the Penal Code, relating to firearms."
1798424,Sonoma-Marin Area Rail Transit District.,"An act to amend Section 20355.1 of the Public Contract Code, and to amend Sections 105012, 105096, 105104, 105115, 105181, and 105336 of, to add Section 105045 to, and to repeal Section 105105 of, the Public Utilities Code, relating to transportation."
1798425,Crimes: theft from a vehicle.,"An act to add Sections 465 and 496.5 to the Penal Code, relating to crimes."
1798426,Collegiate athletics: student athlete compensation.,"An act to amend Section 67456 of the Education Code, relating to collegiate athletics."
1798427,Orange County Board of Education: members.,"An act to add Sections 1000.5 and 1007.5 to the Education Code, relating to county boards of education."
1800472,Fentanyl: child deaths.,"An act to add and repeal Section 11758.05 of the Health and Safety Code, relating to public health."
1800473,Steven M. Thompson Physician Corps Loan Repayment Program.,"An act to amend Sections 128551, 128552, 128553, and 128555 of the Health and Safety Code, relating to physicians and surgeons, and making an appropriation therefor."
1800474,Treatment court program standards.,"An act to amend Section 11972 of the Health and Safety Code, relating to courts."
1800478,Veterans: employment.,"An act to add Section 716 to the Military and Veterans Code, relating to veterans."
1807838,Local government: autonomous vehicle service.,"An act to add Chapter 2 (commencing with Section 38760) to, and to add the heading of Chapter 1 (commencing with Section 38750) to, Division 16.6 of the Vehicle Code, relating to autonomous vehicles."
1807839,Public postsecondary education: waiver of tuition and fees: veterans: extended education courses.,"An act to amend Section 66025.3 of the Education Code, relating to public postsecondary education."
1810645,Law enforcement contact process: search warrants.,"An act to add Chapter 31.6 (commencing with Section 22946) to Division 8 of the Business and Professions Code, relating to social media platforms."
1810646,Franchise Investment Law: third-party franchise sellers.,"An act to amend Sections 31210, 31300, and 31500 of, to add Section 31020 to, and to add Part 7 (commencing with Section 31520) to Division 5 of Title 4 of, the Corporations Code, relating to franchises."
1810647,California Purple Star School Designation Program.,"An act to add Article 4.6 (commencing with Section 51255) to Chapter 2 of Part 28 of Division 4 of Title 2 of the Education Code, relating to school recognition."
1812210,Tenancy: credit reporting: lower income households.,"An act to amend Section 1954.06 of the Civil Code, relating to tenancy."
1812211,City and County of San Francisco: merchandising sales.,"An act to amend Section 51037 of the Government Code, and to add and repeal Section 496f of the Penal Code, relating to crimes."
1813238,Crimes: distribution of intimate images.,"An act to amend Section 647 of the Penal Code, relating to crimes."
1814914,Memorial highways: Memorial Highway Signage Fund.,"An act to add Section 101.20 to the Streets and Highways Code, relating to highways."
1814915,Gambling: work permits: suspension.,"An act to amend Section 19913 of the Business and Professions Code, relating to gambling."
1814918,Crimes: child pornography.,"An act to amend Sections 311, 311.1, 311.2, 311.3, 311.4, 311.11, and 312.3 of, and to add Section 13012.9 to, the Penal Code, relating to crimes."
1814919,Zero-emission freight infrastructure: interagency coordination: report.,"An act to add Section 13978.9 to the Government Code, relating to transportation."
1814921,Personal Income Tax Law: Corporation Tax Law: credits: educator housing.,"An act to add and repeal Sections 17053.81 and 23631 of the Revenue and Taxation Code, relating to taxation, to take effect immediately, tax levy."
1819731,Office of Planning and Research: study: road safety projects.,"An act to add Section 65040.13 to the Government Code, relating to transportation."
1819732,Development projects: permits and other entitlements: fees and charges.,"An act to amend Section 66007 of, and to add Section 65914.6 to, the Government Code, relating to land use."
